,prompt_id,Prompt,Word,Label Type,index
4228,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,same,Property,"(47, 50)"
4229,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,position,Property,"(52, 59)"
4230,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,(lower,Property,"(79, 84)"
4231,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,uppercase,Property,"(90, 98)"
4232,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,english,Property,"(118, 124)"
4233,165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,alphabet.,Property,"(126, 134)"
4234,166,Write a python function to count the pairs with xor as an even number.,,,
4235,166,Write a python function to count the pairs with xor as an even number.,Write,Operator,"(0, 4)"
4236,166,Write a python function to count the pairs with xor as an even number.,count,Operator,"(27, 31)"
4237,166,Write a python function to count the pairs with xor as an even number.,number.,Datatype,"(63, 69)"
4238,166,Write a python function to count the pairs with xor as an even number.,even,Property,"(58, 61)"
4239,166,Write a python function to count the pairs with xor as an even number.,pairs,Property,"(37, 41)"
4240,166,Write a python function to count the pairs with xor as an even number.,xor,Property,"(48, 50)"
4241,166,Write a python function to count the pairs with xor as an even number.,with,Property,"(43, 46)"
4242,167,Write a python function to find smallest power of 2 greater than or equal to n.,,,
4243,167,Write a python function to find smallest power of 2 greater than or equal to n.,Write,Operator,"(0, 4)"
4244,167,Write a python function to find smallest power of 2 greater than or equal to n.,find,Operator,"(27, 30)"
4245,167,Write a python function to find smallest power of 2 greater than or equal to n.,smallest,Property,"(32, 39)"
4246,167,Write a python function to find smallest power of 2 greater than or equal to n.,power,Property,"(41, 45)"
4247,167,Write a python function to find smallest power of 2 greater than or equal to n.,of,Property,"(47, 48)"
4248,167,Write a python function to find smallest power of 2 greater than or equal to n.,2,Property,"(50, 50)"
4249,167,Write a python function to find smallest power of 2 greater than or equal to n.,greater,Property,"(52, 58)"
4250,167,Write a python function to find smallest power of 2 greater than or equal to n.,than,Property,"(60, 63)"
4251,167,Write a python function to find smallest power of 2 greater than or equal to n.,equal,Property,"(68, 72)"
4252,167,Write a python function to find smallest power of 2 greater than or equal to n.,to,Property,"(24, 25)"
4253,168,Write a python function to find the frequency of a number in a given array.,,,
4254,168,Write a python function to find the frequency of a number in a given array.,Write,Operator,"(0, 4)"
4255,168,Write a python function to find the frequency of a number in a given array.,find,Operator,"(27, 30)"
4256,168,Write a python function to find the frequency of a number in a given array.,array.,Datatype,"(69, 74)"
4257,168,Write a python function to find the frequency of a number in a given array.,number,Datatype,"(51, 56)"
4258,168,Write a python function to find the frequency of a number in a given array.,frequency,Property,"(36, 44)"
4259,168,Write a python function to find the frequency of a number in a given array.,of,Property,"(46, 47)"
4260,169,Write a function to calculate the nth pell number.,,,
4261,169,Write a function to calculate the nth pell number.,Write,Operator,"(0, 4)"
4262,169,Write a function to calculate the nth pell number.,calculate,Operator,"(20, 28)"
4263,169,Write a function to calculate the nth pell number.,number.,Datatype,"(43, 49)"
4264,169,Write a function to calculate the nth pell number.,pell,Property,"(38, 41)"
4265,169,Write a function to calculate the nth pell number.,nth,Property,"(34, 36)"
4266,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,,,
4267,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,Write,Operator,"(0, 4)"
4268,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,find,Operator,"(20, 23)"
4269,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,list,Datatype,"(49, 52)"
4270,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,range.,Datatype,"(89, 94)"
4271,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,indices,Property,"(66, 72)"
4272,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,between,Property,"(54, 60)"
4273,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,sum,Property,"(25, 27)"
4274,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,numbers,Property,"(36, 42)"
4275,170,Write a function to find sum of the numbers in a list between the indices of a specified range.,of,Property,"(29, 30)"
4276,171,Write a function to find the perimeter of a pentagon.,,,
4277,171,Write a function to find the perimeter of a pentagon.,Write,Operator,"(0, 4)"
4278,171,Write a function to find the perimeter of a pentagon.,find,Operator,"(20, 23)"
4279,171,Write a function to find the perimeter of a pentagon.,perimeter,Property,"(29, 37)"
4280,171,Write a function to find the perimeter of a pentagon.,pentagon.,Property,"(44, 52)"
4281,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,,,
4282,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,Write,Operator,"(0, 4)"
4283,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,find,Operator,"(20, 23)"
4284,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,characters,Datatype,"(42, 51)"
4285,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,string,Datatype,"(72, 77)"
4286,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,'std',Property,"(53, 57)"
4287,172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,occurence,Property,"(29, 37)"
4288,173,Write a function to remove everything except alphanumeric characters from a string.,,,
4289,173,Write a function to remove everything except alphanumeric characters from a string.,Write,Operator,"(0, 4)"
4290,173,Write a function to remove everything except alphanumeric characters from a string.,remove,Operator,"(20, 25)"
4291,173,Write a function to remove everything except alphanumeric characters from a string.,characters,Datatype,"(58, 67)"
4292,173,Write a function to remove everything except alphanumeric characters from a string.,string.,Datatype,"(76, 82)"
4293,173,Write a function to remove everything except alphanumeric characters from a string.,everything,Property,"(27, 36)"
4294,173,Write a function to remove everything except alphanumeric characters from a string.,except,Property,"(38, 43)"
4295,173,Write a function to remove everything except alphanumeric characters from a string.,alphanumeric,Property,"(45, 56)"
4296,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,,,
4297,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,Write,Operator,"(0, 4)"
4298,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,group,Operator,"(20, 24)"
4299,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,lists.,Datatype,"(77, 82)"
4300,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,dictionary,Datatype,"(63, 72)"
4301,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,pairs,Datatype,"(50, 54)"
4302,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,sequence,Property,"(28, 35)"
4303,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,of,Property,"(37, 38)"
4304,174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,key-value,Property,"(40, 48)"
4305,175,Write a function to verify validity of a string of parentheses.,,,
4306,175,Write a function to verify validity of a string of parentheses.,Write,Operator,"(0, 4)"
4307,175,Write a function to verify validity of a string of parentheses.,verify,Operator,"(20, 25)"
4308,175,Write a function to verify validity of a string of parentheses.,validity,Property,"(27, 34)"
4309,175,Write a function to verify validity of a string of parentheses.,string,Datatype,"(41, 46)"
4310,175,Write a function to verify validity of a string of parentheses.,parentheses.,Property,"(51, 62)"
4311,175,Write a function to verify validity of a string of parentheses.,of,Property,"(36, 37)"
4312,176,Write a function to find the perimeter of a triangle.,,,
4313,176,Write a function to find the perimeter of a triangle.,Write,Operator,"(0, 4)"
4314,176,Write a function to find the perimeter of a triangle.,find,Operator,"(20, 23)"
4315,176,Write a function to find the perimeter of a triangle.,triangle.,Property,"(44, 52)"
4316,176,Write a function to find the perimeter of a triangle.,perimeter,Property,"(29, 37)"
4317,176,Write a function to find the perimeter of a triangle.,of,Property,"(39, 40)"
4318,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,,,
4319,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,Write,Operator,"(0, 4)"
4320,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,find,Operator,"(27, 30)"
4321,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,numbers,Datatype,"(45, 51)"
4322,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,range.,Datatype,"(95, 100)"
4323,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,two,Property,"(32, 34)"
4324,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,distinct,Property,"(36, 43)"
4325,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,lies,Property,"(73, 76)"
4326,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,within,Property,"(78, 83)"
4327,177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,lcm,Property,"(69, 71)"
4328,178,Write a function to search some literals strings in a string.,,,
4329,178,Write a function to search some literals strings in a string.,Write,Operator,"(0, 4)"
4330,178,Write a function to search some literals strings in a string.,search,Operator,"(20, 25)"
4331,178,Write a function to search some literals strings in a string.,strings,Datatype,"(41, 47)"
4332,178,Write a function to search some literals strings in a string.,string.,Datatype,"(54, 60)"
4333,178,Write a function to search some literals strings in a string.,literals,Property,"(32, 39)"
4334,178,Write a function to search some literals strings in a string.,some,Property,"(27, 30)"
4335,179,Write a function to find if the given number is a keith number or not.,,,
4336,179,Write a function to find if the given number is a keith number or not.,Write,Operator,"(0, 4)"
4337,179,Write a function to find if the given number is a keith number or not.,find,Operator,"(20, 23)"
4338,179,Write a function to find if the given number is a keith number or not.,number,Property,"(38, 43)"
4339,179,Write a function to find if the given number is a keith number or not.,keith,Property,"(50, 54)"
4340,179,Write a function to find if the given number is a keith number or not.,if,Conditional,"(25, 26)"
4341,180,Write a function to calculate distance between two points using latitude and longitude.,,,
4342,180,Write a function to calculate distance between two points using latitude and longitude.,Write,Operator,"(0, 4)"
4343,180,Write a function to calculate distance between two points using latitude and longitude.,calculate,Operator,"(20, 28)"
4344,180,Write a function to calculate distance between two points using latitude and longitude.,points,Datatype,"(51, 56)"
4345,180,Write a function to calculate distance between two points using latitude and longitude.,latitude,Property,"(64, 71)"
4346,180,Write a function to calculate distance between two points using latitude and longitude.,longitude.,Property,"(77, 86)"
4347,180,Write a function to calculate distance between two points using latitude and longitude.,distance,Property,"(30, 37)"
4348,180,Write a function to calculate distance between two points using latitude and longitude.,between,Property,"(39, 45)"
4349,180,Write a function to calculate distance between two points using latitude and longitude.,two,Property,"(47, 49)"
4350,181,Write a function to find the longest common prefix in the given set of strings.,,,
4351,181,Write a function to find the longest common prefix in the given set of strings.,Write,Operator,"(0, 4)"
4352,181,Write a function to find the longest common prefix in the given set of strings.,find,Operator,"(20, 23)"
4353,181,Write a function to find the longest common prefix in the given set of strings.,prefix,Property,"(44, 49)"
4354,181,Write a function to find the longest common prefix in the given set of strings.,strings.,Datatype,"(71, 78)"
4355,181,Write a function to find the longest common prefix in the given set of strings.,set,Datatype,"(64, 66)"
4356,181,Write a function to find the longest common prefix in the given set of strings.,of,Datatype,"(68, 69)"
4357,181,Write a function to find the longest common prefix in the given set of strings.,longest,Property,"(29, 35)"
4358,181,Write a function to find the longest common prefix in the given set of strings.,common,Property,"(37, 42)"
4359,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",,,
4360,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",Write,Operator,"(0, 4)"
4361,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",find,Operator,"(20, 23)"
4362,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",character,Datatype,"(55, 63)"
4363,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",regex.,Datatype,"(90, 95)"
4364,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","uppercase,",Property,"(25, 34)"
4365,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.","lowercase,",Property,"(36, 45)"
4366,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",special,Property,"(47, 53)"
4367,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",numeric,Property,"(69, 75)"
4368,182,"Write a function to find uppercase, lowercase, special character and numeric values using regex.",values,Datatype,"(77, 82)"
4369,183,Write a function to count all the distinct pairs having a difference of k in any array.,,,
4370,183,Write a function to count all the distinct pairs having a difference of k in any array.,pairs,Property,"(43, 47)"
4371,183,Write a function to count all the distinct pairs having a difference of k in any array.,array.,Datatype,"(81, 86)"
4372,183,Write a function to count all the distinct pairs having a difference of k in any array.,k,Property,"(72, 72)"
4373,183,Write a function to count all the distinct pairs having a difference of k in any array.,in,Property,"(38, 39)"
4374,183,Write a function to count all the distinct pairs having a difference of k in any array.,any,Property,"(77, 79)"
4375,183,Write a function to count all the distinct pairs having a difference of k in any array.,difference,Property,"(58, 67)"
4376,183,Write a function to count all the distinct pairs having a difference of k in any array.,of,Property,"(69, 70)"
4377,183,Write a function to count all the distinct pairs having a difference of k in any array.,distinct,Property,"(34, 41)"
4378,183,Write a function to count all the distinct pairs having a difference of k in any array.,all,Property,"(26, 28)"
4379,183,Write a function to count all the distinct pairs having a difference of k in any array.,Write,Operator,"(0, 4)"
4380,183,Write a function to count all the distinct pairs having a difference of k in any array.,count,Operator,"(20, 24)"
4381,184,Write a function to find all the values in a list that are greater than a specified number.,,,
4382,184,Write a function to find all the values in a list that are greater than a specified number.,find,Operator,"(20, 23)"
4383,184,Write a function to find all the values in a list that are greater than a specified number.,Write,Operator,"(0, 4)"
4384,184,Write a function to find all the values in a list that are greater than a specified number.,list,Datatype,"(45, 48)"
4385,184,Write a function to find all the values in a list that are greater than a specified number.,number.,Datatype,"(84, 90)"
4386,184,Write a function to find all the values in a list that are greater than a specified number.,greater,Property,"(59, 65)"
4387,184,Write a function to find all the values in a list that are greater than a specified number.,than,Property,"(67, 70)"
4388,184,Write a function to find all the values in a list that are greater than a specified number.,all,Property,"(25, 27)"
4389,184,Write a function to find all the values in a list that are greater than a specified number.,values,Property,"(33, 38)"
4390,185,Write a function to find the focus of a parabola.,,,
4391,185,Write a function to find the focus of a parabola.,Write,Operator,"(0, 4)"
4392,185,Write a function to find the focus of a parabola.,find,Operator,"(20, 23)"
4393,185,Write a function to find the focus of a parabola.,focus,Property,"(29, 33)"
4394,185,Write a function to find the focus of a parabola.,of,Property,"(35, 36)"
4395,185,Write a function to find the focus of a parabola.,parabola.,Property,"(40, 48)"
4396,186,Write a function to search some literals strings in a string by using regex.,,,
4397,186,Write a function to search some literals strings in a string by using regex.,Write,Operator,"(0, 4)"
4398,186,Write a function to search some literals strings in a string by using regex.,search,Operator,"(20, 25)"
4399,186,Write a function to search some literals strings in a string by using regex.,strings,Datatype,"(41, 47)"
4400,186,Write a function to search some literals strings in a string by using regex.,string,Datatype,"(41, 46)"
4401,186,Write a function to search some literals strings in a string by using regex.,regex.,Datatype,"(70, 75)"
4402,186,Write a function to search some literals strings in a string by using regex.,literals,Property,"(32, 39)"
4403,186,Write a function to search some literals strings in a string by using regex.,some,Property,"(27, 30)"
4404,187,Write a function to find the longest common subsequence for the given two sequences.,,,
4405,187,Write a function to find the longest common subsequence for the given two sequences.,Write,Operator,"(0, 4)"
4406,187,Write a function to find the longest common subsequence for the given two sequences.,find,Operator,"(20, 23)"
4407,187,Write a function to find the longest common subsequence for the given two sequences.,sequences.,Datatype,"(74, 83)"
4408,187,Write a function to find the longest common subsequence for the given two sequences.,longest,Property,"(29, 35)"
4409,187,Write a function to find the longest common subsequence for the given two sequences.,common,Property,"(37, 42)"
4410,187,Write a function to find the longest common subsequence for the given two sequences.,subsequence,Property,"(44, 54)"
4411,187,Write a function to find the longest common subsequence for the given two sequences.,two,Property,"(70, 72)"
4412,188,Write a python function to check whether the given number can be represented by product of two squares or not.,,,
4413,188,Write a python function to check whether the given number can be represented by product of two squares or not.,Write,Operator,"(0, 4)"
4414,188,Write a python function to check whether the given number can be represented by product of two squares or not.,check,Operator,"(27, 31)"
4415,188,Write a python function to check whether the given number can be represented by product of two squares or not.,number,Datatype,"(51, 56)"
4416,188,Write a python function to check whether the given number can be represented by product of two squares or not.,product,Property,"(80, 86)"
4417,188,Write a python function to check whether the given number can be represented by product of two squares or not.,of,Property,"(88, 89)"
4418,188,Write a python function to check whether the given number can be represented by product of two squares or not.,two,Property,"(91, 93)"
4419,188,Write a python function to check whether the given number can be represented by product of two squares or not.,squares,Property,"(95, 101)"
4420,188,Write a python function to check whether the given number can be represented by product of two squares or not.,whether,Conditional,"(33, 39)"
4421,189,Write a python function to find the first missing positive number.,,,
4422,189,Write a python function to find the first missing positive number.,Write,Operator,"(0, 4)"
4423,189,Write a python function to find the first missing positive number.,find,Operator,"(27, 30)"
4424,189,Write a python function to find the first missing positive number.,number.,Datatype,"(59, 65)"
4425,189,Write a python function to find the first missing positive number.,first,Property,"(36, 40)"
4426,189,Write a python function to find the first missing positive number.,missing,Property,"(42, 48)"
4427,189,Write a python function to find the first missing positive number.,positive,Property,"(50, 57)"
4428,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,,,
4429,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,Write,Operator,"(0, 4)"
4430,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,count,Operator,"(27, 31)"
4431,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,co-ordinates,Datatype,"(56, 67)"
4432,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,integral,Property,"(47, 54)"
4433,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,number,Property,"(37, 42)"
4434,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,lie,Property,"(74, 76)"
4435,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,inside,Property,"(78, 83)"
4436,190,Write a python function to count the number of integral co-ordinates that lie inside a square.,square.,Property,"(87, 93)"
4437,191,Write a function to check whether the given month name contains 30 days or not.,,,
4438,191,Write a function to check whether the given month name contains 30 days or not.,Write,Operator,"(0, 4)"
4439,191,Write a function to check whether the given month name contains 30 days or not.,check,Operator,"(20, 24)"
4440,191,Write a function to check whether the given month name contains 30 days or not.,whether,Conditional,"(26, 32)"
4441,191,Write a function to check whether the given month name contains 30 days or not.,month,Property,"(44, 48)"
4442,191,Write a function to check whether the given month name contains 30 days or not.,name,Property,"(50, 53)"
4443,191,Write a function to check whether the given month name contains 30 days or not.,30,Property,"(64, 65)"
4444,191,Write a function to check whether the given month name contains 30 days or not.,days,Property,"(67, 70)"
4445,191,Write a function to check whether the given month name contains 30 days or not.,contains,Operator,"(55, 62)"
4446,192,Write a python function to check whether a string has atleast one letter and one number.,,,
4447,192,Write a python function to check whether a string has atleast one letter and one number.,Write,Operator,"(0, 4)"
4448,192,Write a python function to check whether a string has atleast one letter and one number.,check,Operator,"(27, 31)"
4449,192,Write a python function to check whether a string has atleast one letter and one number.,string,Datatype,"(43, 48)"
4450,192,Write a python function to check whether a string has atleast one letter and one number.,number.,Datatype,"(81, 87)"
4451,192,Write a python function to check whether a string has atleast one letter and one number.,atleast,Property,"(54, 60)"
4452,192,Write a python function to check whether a string has atleast one letter and one number.,letter,Property,"(66, 71)"
4453,192,Write a python function to check whether a string has atleast one letter and one number.,whether,Conditional,"(33, 39)"
4454,193,Write a function to remove the duplicates from the given tuple.,,,
4455,193,Write a function to remove the duplicates from the given tuple.,Write,Operator,"(0, 4)"
4456,193,Write a function to remove the duplicates from the given tuple.,remove,Operator,"(20, 25)"
4457,193,Write a function to remove the duplicates from the given tuple.,tuple.,Datatype,"(57, 62)"
4458,193,Write a function to remove the duplicates from the given tuple.,duplicates,Property,"(31, 40)"
4459,194,Write a python function to convert octal number to decimal number.,,,
4460,194,Write a python function to convert octal number to decimal number.,Write,Operator,"(0, 4)"
4461,194,Write a python function to convert octal number to decimal number.,convert,Operator,"(27, 33)"
4462,194,Write a python function to convert octal number to decimal number.,number,Datatype,"(41, 46)"
4463,194,Write a python function to convert octal number to decimal number.,number.,Datatype,"(59, 65)"
4464,194,Write a python function to convert octal number to decimal number.,octal,Property,"(35, 39)"
4465,194,Write a python function to convert octal number to decimal number.,decimal,Property,"(51, 57)"
4466,195,Write a python function to find the first position of an element in a sorted array.,,,
4467,195,Write a python function to find the first position of an element in a sorted array.,Write,Operator,"(0, 4)"
4468,195,Write a python function to find the first position of an element in a sorted array.,find,Operator,"(27, 30)"
4469,195,Write a python function to find the first position of an element in a sorted array.,array.,Datatype,"(77, 82)"
4470,195,Write a python function to find the first position of an element in a sorted array.,sorted,Property,"(70, 75)"
4471,195,Write a python function to find the first position of an element in a sorted array.,first,Property,"(36, 40)"
4472,195,Write a python function to find the first position of an element in a sorted array.,position,Property,"(42, 49)"
4473,196,Write a function to remove all the tuples with length k.,,,
4474,196,Write a function to remove all the tuples with length k.,Write,Operator,"(0, 4)"
4475,196,Write a function to remove all the tuples with length k.,remove,Operator,"(20, 25)"
4476,196,Write a function to remove all the tuples with length k.,tuples,Datatype,"(35, 40)"
4477,196,Write a function to remove all the tuples with length k.,length,Property,"(47, 52)"
4478,196,Write a function to remove all the tuples with length k.,k.,Property,"(54, 55)"
4479,196,Write a function to remove all the tuples with length k.,all,Property,"(27, 29)"
4480,197,Write a function to perform the exponentiation of the given two tuples.,,,
4481,197,Write a function to perform the exponentiation of the given two tuples.,Write,Operator,"(0, 4)"
4482,197,Write a function to perform the exponentiation of the given two tuples.,perform,Operator,"(20, 26)"
4483,197,Write a function to perform the exponentiation of the given two tuples.,tuples.,Datatype,"(64, 70)"
4484,197,Write a function to perform the exponentiation of the given two tuples.,exponentiation,Property,"(32, 45)"
4485,197,Write a function to perform the exponentiation of the given two tuples.,of,Property,"(47, 48)"
4486,197,Write a function to perform the exponentiation of the given two tuples.,two,Property,"(60, 62)"
4487,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,,,
4488,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,Write,Operator,"(0, 4)"
4489,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,find,Operator,"(20, 23)"
4490,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,ellipse.,Property,"(74, 81)"
4491,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,largest,Property,"(29, 35)"
4492,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,triangle,Property,"(37, 44)"
4493,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,inscribed,Operator,"(58, 66)"
4494,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,can,Operator,"(51, 53)"
4495,198,Write a function to find the largest triangle that can be inscribed in an ellipse.,be,Operator,"(55, 56)"
4496,199,Write a python function to find highest power of 2 less than or equal to given number.,,,
4497,199,Write a python function to find highest power of 2 less than or equal to given number.,Write,Operator,"(0, 4)"
4498,199,Write a python function to find highest power of 2 less than or equal to given number.,find,Operator,"(27, 30)"
4499,199,Write a python function to find highest power of 2 less than or equal to given number.,number.,Datatype,"(79, 85)"
4500,199,Write a python function to find highest power of 2 less than or equal to given number.,power,Property,"(40, 44)"
4501,199,Write a python function to find highest power of 2 less than or equal to given number.,highest,Property,"(32, 38)"
4502,199,Write a python function to find highest power of 2 less than or equal to given number.,2,Property,"(49, 49)"
4503,199,Write a python function to find highest power of 2 less than or equal to given number.,of,Property,"(46, 47)"
4504,199,Write a python function to find highest power of 2 less than or equal to given number.,less,Property,"(51, 54)"
4505,199,Write a python function to find highest power of 2 less than or equal to given number.,than,Property,"(56, 59)"
4506,199,Write a python function to find highest power of 2 less than or equal to given number.,equal,Property,"(64, 68)"
4507,199,Write a python function to find highest power of 2 less than or equal to given number.,to,Property,"(24, 25)"
4508,200,Write a function to find all index positions of the maximum values in a given list.,,,
4509,200,Write a function to find all index positions of the maximum values in a given list.,Write,Operator,"(0, 4)"
4510,200,Write a function to find all index positions of the maximum values in a given list.,find,Operator,"(20, 23)"
4511,200,Write a function to find all index positions of the maximum values in a given list.,list.,Datatype,"(78, 82)"
4512,200,Write a function to find all index positions of the maximum values in a given list.,values,Property,"(60, 65)"
4513,200,Write a function to find all index positions of the maximum values in a given list.,maximum,Property,"(52, 58)"
4514,200,Write a function to find all index positions of the maximum values in a given list.,index,Property,"(29, 33)"
4515,200,Write a function to find all index positions of the maximum values in a given list.,positions,Property,"(35, 43)"
4516,200,Write a function to find all index positions of the maximum values in a given list.,all,Property,"(25, 27)"
4517,201,Write a python function to check whether the elements in a list are same or not.,,,
4518,201,Write a python function to check whether the elements in a list are same or not.,Write,Operator,"(0, 4)"
4519,201,Write a python function to check whether the elements in a list are same or not.,check,Operator,"(27, 31)"
4520,201,Write a python function to check whether the elements in a list are same or not.,list,Datatype,"(59, 62)"
4521,201,Write a python function to check whether the elements in a list are same or not.,elements,Property,"(45, 52)"
4522,201,Write a python function to check whether the elements in a list are same or not.,same,Property,"(68, 71)"
4523,201,Write a python function to check whether the elements in a list are same or not.,whether,Conditional,"(33, 39)"
4524,202,Write a function to remove even characters in a string.,,,
4525,202,Write a function to remove even characters in a string.,Write,Operator,"(0, 4)"
4526,202,Write a function to remove even characters in a string.,remove,Operator,"(20, 25)"
4527,202,Write a function to remove even characters in a string.,string.,Datatype,"(48, 54)"
4528,202,Write a function to remove even characters in a string.,characters,Datatype,"(32, 41)"
4529,202,Write a function to remove even characters in a string.,even,Property,"(27, 30)"
4530,203,Write a python function to find the hamming distance between given two integers.,,,
4531,203,Write a python function to find the hamming distance between given two integers.,Write,Operator,"(0, 4)"
4532,203,Write a python function to find the hamming distance between given two integers.,find,Operator,"(27, 30)"
4533,203,Write a python function to find the hamming distance between given two integers.,integers.,Datatype,"(71, 79)"
4534,203,Write a python function to find the hamming distance between given two integers.,distance,Property,"(44, 51)"
4535,203,Write a python function to find the hamming distance between given two integers.,hamming,Property,"(36, 42)"
4536,203,Write a python function to find the hamming distance between given two integers.,between,Property,"(53, 59)"
4537,203,Write a python function to find the hamming distance between given two integers.,two,Property,"(67, 69)"
4538,204,Write a python function to count the occurrence of a given character in a string.,,,
4539,204,Write a python function to count the occurrence of a given character in a string.,Write,Operator,"(0, 4)"
4540,204,Write a python function to count the occurrence of a given character in a string.,count,Operator,"(27, 31)"
4541,204,Write a python function to count the occurrence of a given character in a string.,character,Datatype,"(59, 67)"
4542,204,Write a python function to count the occurrence of a given character in a string.,string.,Datatype,"(74, 80)"
4543,204,Write a python function to count the occurrence of a given character in a string.,occurrence,Property,"(37, 46)"
4544,205,Write a function to find the inversions of tuple elements in the given tuple list.,,,
4545,205,Write a function to find the inversions of tuple elements in the given tuple list.,Write,Operator,"(0, 4)"
4546,205,Write a function to find the inversions of tuple elements in the given tuple list.,find,Operator,"(20, 23)"
4547,205,Write a function to find the inversions of tuple elements in the given tuple list.,list.,Datatype,"(77, 81)"
4548,205,Write a function to find the inversions of tuple elements in the given tuple list.,tuple,Property,"(43, 47)"
4549,205,Write a function to find the inversions of tuple elements in the given tuple list.,inversions,Property,"(29, 38)"
4550,205,Write a function to find the inversions of tuple elements in the given tuple list.,of,Property,"(40, 41)"
4551,206,Write a function to perform the adjacent element concatenation in the given tuples.,,,
4552,206,Write a function to perform the adjacent element concatenation in the given tuples.,Write,Operator,"(0, 4)"
4553,206,Write a function to perform the adjacent element concatenation in the given tuples.,perform,Operator,"(20, 26)"
4554,206,Write a function to perform the adjacent element concatenation in the given tuples.,tuples.,Datatype,"(76, 82)"
4555,206,Write a function to perform the adjacent element concatenation in the given tuples.,adjacent,Property,"(32, 39)"
4556,206,Write a function to perform the adjacent element concatenation in the given tuples.,element,Property,"(41, 47)"
4557,206,Write a function to perform the adjacent element concatenation in the given tuples.,concatenation,Property,"(49, 61)"
